unnamed:_0,id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,is_premium_customer,age_group
35700,91155,Female,Loyal Customer,51,Personal Travel,Eco,270,3,0,3,2,2,3,4,1,1,3,1,4,1,4,13,12.0,neutral or dissatisfied,25.0,0,Mature
35701,29655,Female,Loyal Customer,17,Personal Travel,Eco,680,3,4,3,4,4,3,4,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied,0.0,0,Teen
35702,98801,Female,Loyal Customer,52,Personal Travel,Eco,1111,4,4,4,2,5,4,4,1,1,4,5,4,1,4,0,0.0,satisfied,0.0,0,Mature
35703,34372,Male,Loyal Customer,60,Business travel,Eco Plus,427,4,1,1,1,4,4,4,4,3,1,2,4,5,4,6,14.0,satisfied,20.0,1,Mature
35704,95835,Male,Loyal Customer,42,Business travel,Business,580,3,4,4,4,2,4,3,3,3,3,3,3,3,1,18,9.0,neutral or dissatisfied,27.0,1,Adult
35705,103662,Male,Disloyal Customer,34,Business travel,Business,251,4,5,5,1,3,5,3,3,4,2,4,5,5,3,0,0.0,neutral or dissatisfied,0.0,0,Adult
35706,16509,Female,Loyal Customer,15,Personal Travel,Eco,246,3,4,3,4,1,3,1,1,5,4,5,5,4,1,0,0.0,neutral or dissatisfied,0.0,0,Teen
35707,27645,Female,Loyal Customer,11,Personal Travel,Eco Plus,1050,3,4,3,2,3,3,3,3,5,2,4,5,4,3,0,0.0,neutral or dissatisfied,0.0,1,Teen
35708,14153,Female,Loyal Customer,24,Business travel,Eco Plus,654,3,5,5,5,3,3,1,3,1,1,4,2,3,3,20,16.0,neutral or dissatisfied,36.0,1,Young Adult
35709,105018,Female,Disloyal Customer,23,Business travel,Eco,255,4,5,4,1,1,4,1,1,3,3,4,4,5,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35710,36463,Female,Loyal Customer,67,Personal Travel,Eco,867,2,5,2,3,4,4,5,2,2,2,4,3,2,4,0,0.0,neutral or dissatisfied,0.0,0,Senior
35711,110205,Female,Loyal Customer,49,Business travel,Business,2793,4,4,4,4,3,5,5,4,4,4,4,5,4,5,13,23.0,satisfied,36.0,1,Mature
35712,102165,Female,Loyal Customer,40,Business travel,Business,226,0,0,0,3,5,5,5,5,5,5,5,5,5,4,4,0.0,satisfied,4.0,1,Adult
35713,37739,Female,Loyal Customer,17,Personal Travel,Eco,944,4,5,4,4,1,4,1,1,5,3,4,5,5,1,0,0.0,neutral or dissatisfied,0.0,0,Teen
35714,17168,Male,Loyal Customer,26,Business travel,Eco,643,0,5,0,5,3,0,3,3,5,3,5,2,1,3,0,0.0,satisfied,0.0,0,Young Adult
35715,21054,Male,Disloyal Customer,24,Business travel,Business,227,2,3,2,3,1,2,1,1,4,3,4,3,4,1,3,0.0,neutral or dissatisfied,3.0,0,Young Adult
35716,65008,Male,Disloyal Customer,36,Business travel,Eco,247,3,2,3,3,4,3,4,4,2,1,4,3,3,4,7,0.0,neutral or dissatisfied,7.0,0,Adult
35717,61841,Female,Loyal Customer,40,Business travel,Business,3340,5,5,5,5,3,4,5,1,1,2,1,4,1,4,0,0.0,satisfied,0.0,1,Adult
35718,97973,Female,Loyal Customer,41,Personal Travel,Eco,401,3,4,3,4,2,3,2,2,2,2,4,5,5,2,31,10.0,neutral or dissatisfied,41.0,0,Adult
35719,427,Female,Disloyal Customer,35,Business travel,Business,113,1,1,1,4,3,1,3,3,2,4,4,1,3,3,0,0.0,neutral or dissatisfied,0.0,0,Adult
35720,60552,Male,Loyal Customer,44,Business travel,Business,1951,3,3,3,3,5,4,5,3,3,2,3,4,3,5,0,0.0,satisfied,0.0,1,Adult
35721,12984,Male,Disloyal Customer,37,Business travel,Eco,374,3,5,3,1,2,3,2,2,5,4,4,1,3,2,13,26.0,neutral or dissatisfied,39.0,0,Adult
35722,123360,Male,Loyal Customer,43,Business travel,Business,644,2,2,5,5,1,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied,0.0,1,Adult
35723,62924,Male,Loyal Customer,53,Business travel,Business,2518,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0,satisfied,0.0,1,Mature
35724,96234,Female,Loyal Customer,55,Business travel,Eco,146,5,3,5,3,1,1,3,4,4,5,4,1,4,5,45,41.0,satisfied,86.0,0,Mature
35725,74442,Male,Loyal Customer,53,Business travel,Business,1464,3,3,3,3,4,5,5,3,3,4,3,5,3,5,0,3.0,satisfied,3.0,1,Mature
35726,100070,Female,Loyal Customer,21,Personal Travel,Eco,220,3,0,3,1,3,3,5,3,3,4,3,4,5,3,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35727,106708,Female,Loyal Customer,34,Personal Travel,Eco,516,4,4,4,3,3,4,3,3,5,3,2,4,4,3,14,10.0,neutral or dissatisfied,24.0,0,Adult
35728,117724,Male,Loyal Customer,22,Business travel,Business,3320,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,0.0,satisfied,5.0,1,Young Adult
35729,53263,Female,Loyal Customer,53,Business travel,Business,811,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,16.0,satisfied,16.0,1,Mature
35730,94016,Female,Loyal Customer,72,Business travel,Business,2198,0,1,1,4,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,0.0,1,Senior
35731,128795,Male,Loyal Customer,53,Business travel,Business,2475,2,2,2,2,5,5,5,4,3,4,4,5,3,5,5,0.0,satisfied,5.0,1,Mature
35732,95645,Female,Loyal Customer,23,Personal Travel,Eco Plus,484,2,5,2,4,4,2,4,4,4,5,4,3,4,4,0,0.0,neutral or dissatisfied,0.0,1,Young Adult
35733,96999,Female,Loyal Customer,68,Personal Travel,Eco,883,3,4,3,3,4,3,4,2,2,3,2,1,2,4,35,13.0,neutral or dissatisfied,48.0,0,Senior
35734,129191,Male,Loyal Customer,48,Business travel,Business,2419,5,5,5,5,2,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,0.0,1,Mature
35735,2382,Male,Loyal Customer,60,Business travel,Business,3710,3,3,3,3,5,5,4,5,5,5,5,4,5,5,81,97.0,satisfied,178.0,1,Mature
35736,113358,Male,Loyal Customer,41,Business travel,Business,1759,3,3,2,3,2,4,4,5,5,5,5,5,5,5,0,0.0,satisfied,0.0,1,Adult
35737,67311,Female,Disloyal Customer,35,Business travel,Business,985,3,2,2,5,3,2,3,3,5,3,4,3,4,3,0,0.0,neutral or dissatisfied,0.0,0,Adult
35738,102679,Female,Disloyal Customer,44,Business travel,Eco,255,3,1,3,4,4,3,4,4,2,2,3,1,4,4,5,11.0,neutral or dissatisfied,16.0,0,Adult
35739,35813,Female,Loyal Customer,54,Business travel,Business,1065,1,1,1,1,3,3,4,5,5,5,5,3,5,2,4,28.0,satisfied,32.0,1,Mature
35740,31931,Female,Loyal Customer,32,Business travel,Business,3326,2,2,5,2,5,5,5,5,5,2,4,5,4,5,0,0.0,satisfied,0.0,1,Adult
35741,100523,Male,Loyal Customer,28,Personal Travel,Eco,580,3,4,3,3,2,3,2,2,4,4,3,3,3,2,0,2.0,neutral or dissatisfied,2.0,0,Young Adult
35742,43266,Male,Loyal Customer,37,Business travel,Eco,436,4,1,1,1,4,4,4,4,5,1,4,1,5,4,0,12.0,satisfied,12.0,0,Adult
35743,10445,Female,Loyal Customer,49,Business travel,Business,2497,5,5,5,5,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,0.0,1,Mature
35744,96536,Female,Loyal Customer,63,Personal Travel,Eco,302,3,5,2,1,5,4,5,4,4,2,5,3,4,5,41,32.0,neutral or dissatisfied,73.0,0,Senior
35745,117406,Male,Loyal Customer,55,Business travel,Business,1609,3,3,3,3,3,5,5,5,5,4,5,4,5,4,0,0.0,satisfied,0.0,1,Mature
35746,121871,Male,Loyal Customer,70,Business travel,Business,3152,5,4,5,5,3,5,5,3,3,3,3,4,3,4,0,0.0,satisfied,0.0,1,Senior
35747,3962,Female,Loyal Customer,42,Personal Travel,Eco,764,1,3,1,2,2,1,1,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied,0.0,0,Adult
35748,42280,Female,Disloyal Customer,26,Business travel,Eco,451,1,5,1,1,1,1,1,1,4,4,1,5,3,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35749,93846,Male,Loyal Customer,44,Personal Travel,Eco,391,2,3,2,3,1,2,1,1,4,2,3,1,3,1,18,12.0,neutral or dissatisfied,30.0,0,Adult
35750,46586,Female,Loyal Customer,57,Business travel,Eco,73,5,1,4,1,3,3,4,5,5,5,5,3,5,3,0,0.0,satisfied,0.0,0,Mature
35751,62064,Male,Loyal Customer,19,Personal Travel,Eco,2475,4,5,4,3,3,4,3,3,4,5,5,4,4,3,4,0.0,satisfied,4.0,0,Young Adult
35752,27209,Male,Loyal Customer,48,Personal Travel,Eco,2554,2,5,2,3,2,2,2,2,2,3,5,1,2,2,0,4.0,neutral or dissatisfied,4.0,0,Mature
35753,79475,Male,Loyal Customer,39,Business travel,Business,2090,2,3,3,3,3,4,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied,0.0,1,Adult
35754,110632,Female,Loyal Customer,55,Personal Travel,Eco,719,2,4,2,2,3,5,4,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied,0.0,0,Mature
35755,84302,Female,Disloyal Customer,29,Business travel,Eco,235,3,3,3,4,2,3,2,2,3,3,4,3,4,2,7,30.0,neutral or dissatisfied,37.0,0,Young Adult
35756,43480,Female,Loyal Customer,23,Business travel,Business,1716,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,0.0,neutral or dissatisfied,0.0,1,Young Adult
35757,117070,Male,Disloyal Customer,20,Business travel,Eco,325,2,4,2,1,2,2,2,2,4,3,4,5,5,2,5,0.0,neutral or dissatisfied,5.0,0,Young Adult
35758,38504,Female,Loyal Customer,47,Business travel,Business,2475,4,4,3,4,5,5,4,5,5,5,5,2,5,4,8,0.0,satisfied,8.0,1,Mature
35759,76284,Female,Loyal Customer,19,Personal Travel,Eco,1927,3,4,3,5,2,3,2,2,3,3,4,4,5,2,8,0.0,neutral or dissatisfied,8.0,0,Young Adult
35760,99008,Female,Disloyal Customer,27,Business travel,Eco Plus,479,2,2,2,4,3,2,3,3,3,5,3,4,3,3,11,6.0,neutral or dissatisfied,17.0,0,Young Adult
35761,111952,Male,Loyal Customer,72,Business travel,Eco,533,2,2,2,2,2,2,2,2,3,3,4,1,4,2,17,0.0,neutral or dissatisfied,17.0,0,Senior
35762,8515,Female,Disloyal Customer,37,Business travel,Eco,462,3,0,3,3,4,3,4,4,4,5,5,2,2,4,4,10.0,neutral or dissatisfied,14.0,0,Adult
35763,93945,Male,Loyal Customer,41,Personal Travel,Eco,507,2,5,2,2,2,2,2,2,5,4,5,3,5,2,34,29.0,neutral or dissatisfied,63.0,0,Adult
35764,94322,Male,Loyal Customer,58,Business travel,Business,3433,4,4,4,4,2,4,4,3,3,4,3,5,3,4,59,60.0,satisfied,119.0,1,Mature
35765,28595,Female,Loyal Customer,49,Personal Travel,Eco Plus,2607,3,4,3,4,3,3,4,2,2,3,2,3,2,3,0,0.0,neutral or dissatisfied,0.0,1,Mature
35766,733,Female,Loyal Customer,57,Business travel,Business,354,0,0,0,3,3,5,5,4,4,3,3,3,4,3,0,0.0,satisfied,0.0,1,Mature
35767,48596,Female,Loyal Customer,49,Personal Travel,Eco,737,3,2,3,3,4,3,4,2,2,3,2,4,2,2,0,2.0,neutral or dissatisfied,2.0,0,Mature
35768,96801,Female,Loyal Customer,51,Business travel,Business,781,3,3,2,3,5,4,5,5,5,5,5,4,5,3,17,8.0,satisfied,25.0,1,Mature
35769,28208,Female,Loyal Customer,68,Personal Travel,Eco,933,2,5,2,2,2,4,4,5,5,2,5,5,5,5,2,1.0,neutral or dissatisfied,3.0,0,Senior
35770,102058,Female,Loyal Customer,14,Personal Travel,Business,226,1,4,1,3,3,1,3,3,4,5,4,4,5,3,0,0.0,neutral or dissatisfied,0.0,1,Teen
35771,91907,Male,Loyal Customer,50,Business travel,Business,2475,1,1,1,1,2,4,4,3,3,4,3,5,3,5,0,6.0,satisfied,6.0,1,Mature
35772,97981,Female,Loyal Customer,21,Personal Travel,Eco,483,3,0,3,3,3,3,1,3,3,5,5,4,4,3,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35773,13614,Male,Disloyal Customer,23,Business travel,Eco,152,1,3,1,3,5,1,5,5,2,2,4,4,3,5,84,84.0,neutral or dissatisfied,168.0,0,Young Adult
35774,112726,Male,Loyal Customer,40,Personal Travel,Eco,605,3,4,3,3,3,3,3,3,4,2,4,4,5,3,0,15.0,neutral or dissatisfied,15.0,0,Adult
35775,121100,Male,Loyal Customer,51,Personal Travel,Eco Plus,1558,3,5,3,2,3,4,4,5,5,5,5,4,3,4,67,143.0,neutral or dissatisfied,210.0,1,Mature
35776,52945,Female,Loyal Customer,15,Business travel,Business,1448,2,2,2,2,5,5,5,5,2,1,3,2,4,5,0,0.0,satisfied,0.0,1,Teen
35777,643,Female,Loyal Customer,60,Business travel,Business,3931,2,4,2,2,3,4,5,5,5,5,5,3,5,3,11,20.0,satisfied,31.0,1,Mature
35778,83095,Male,Loyal Customer,53,Personal Travel,Eco,1084,2,4,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,neutral or dissatisfied,0.0,0,Mature
35779,91981,Male,Loyal Customer,62,Personal Travel,Eco Plus,2475,4,4,4,5,2,4,2,2,5,3,5,1,1,2,39,37.0,neutral or dissatisfied,76.0,1,Senior
35780,57356,Male,Loyal Customer,38,Business travel,Eco,414,4,3,3,3,4,4,4,4,2,3,5,1,3,4,0,0.0,satisfied,0.0,0,Adult
35781,77735,Female,Loyal Customer,51,Business travel,Business,874,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,0.0,1,Mature
35782,14934,Male,Loyal Customer,23,Business travel,Business,3035,1,1,1,1,5,5,5,5,2,1,3,3,5,5,0,0.0,satisfied,0.0,1,Young Adult
35783,114804,Male,Loyal Customer,35,Business travel,Business,3642,3,3,3,3,3,5,4,4,4,4,4,3,4,5,73,71.0,satisfied,144.0,1,Adult
35784,86911,Male,Loyal Customer,50,Business travel,Eco,341,4,1,1,1,4,4,4,4,4,1,4,2,4,4,31,27.0,neutral or dissatisfied,58.0,0,Mature
35785,62510,Male,Loyal Customer,47,Business travel,Business,1846,3,3,3,3,5,5,5,5,5,5,5,4,5,3,64,70.0,satisfied,134.0,1,Mature
35786,106214,Male,Loyal Customer,53,Business travel,Business,471,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied,0.0,1,Mature
35787,23608,Male,Loyal Customer,35,Personal Travel,Eco,692,3,5,3,1,1,3,1,1,4,4,5,4,4,1,0,0.0,neutral or dissatisfied,0.0,0,Adult
35788,45691,Male,Loyal Customer,77,Business travel,Business,426,3,3,3,3,1,2,1,3,3,3,3,1,3,4,34,55.0,neutral or dissatisfied,89.0,1,Senior
35789,1951,Female,Loyal Customer,35,Business travel,Eco,293,2,4,4,4,2,2,2,2,1,5,4,2,4,2,109,115.0,neutral or dissatisfied,224.0,0,Adult
35790,59493,Male,Loyal Customer,23,Personal Travel,Eco,901,3,5,3,2,2,3,2,2,5,4,2,4,4,2,29,7.0,neutral or dissatisfied,36.0,0,Young Adult
35791,113995,Female,Loyal Customer,16,Business travel,Business,1728,5,5,5,5,5,5,5,5,2,2,3,1,4,5,0,0.0,satisfied,0.0,1,Teen
35792,64524,Female,Disloyal Customer,23,Business travel,Business,247,5,5,5,1,2,5,2,2,3,2,4,4,4,2,0,0.0,satisfied,0.0,0,Young Adult
35793,85202,Female,Disloyal Customer,30,Business travel,Business,874,4,4,4,3,3,4,3,3,5,3,4,4,4,3,0,0.0,satisfied,0.0,0,Young Adult
35794,95961,Female,Loyal Customer,45,Business travel,Business,2327,2,2,2,2,2,4,5,4,4,4,4,5,4,5,8,9.0,satisfied,17.0,1,Adult
35795,48813,Female,Loyal Customer,26,Personal Travel,Business,109,1,2,1,3,5,1,5,5,1,3,4,2,4,5,0,0.0,neutral or dissatisfied,0.0,1,Young Adult
35796,76832,Female,Disloyal Customer,28,Business travel,Eco,1289,2,2,2,3,2,2,2,2,4,4,4,2,4,2,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35797,14368,Female,Loyal Customer,24,Business travel,Business,2305,5,5,5,5,5,5,5,5,1,3,5,5,3,5,1,3.0,satisfied,4.0,1,Young Adult
35798,11544,Male,Loyal Customer,9,Business travel,Business,3740,4,3,5,3,4,4,4,4,1,1,4,4,3,4,112,97.0,neutral or dissatisfied,209.0,1,Teen
35799,110919,Male,Loyal Customer,9,Personal Travel,Eco,581,1,5,1,4,3,1,3,3,4,2,5,4,4,3,26,27.0,neutral or dissatisfied,53.0,0,Teen
35800,101359,Male,Disloyal Customer,46,Business travel,Business,1321,2,2,2,3,3,2,3,3,5,2,5,4,4,3,23,8.0,satisfied,31.0,0,Mature
35801,13963,Female,Loyal Customer,40,Personal Travel,Eco,192,3,5,3,1,3,3,3,3,4,3,5,4,5,3,0,0.0,neutral or dissatisfied,0.0,0,Adult
35802,66999,Female,Disloyal Customer,39,Business travel,Business,964,2,2,2,1,3,2,3,3,3,3,4,3,4,3,21,0.0,satisfied,21.0,0,Adult
35803,75347,Female,Loyal Customer,41,Personal Travel,Eco,2504,3,1,3,4,4,3,4,4,3,2,3,4,3,4,0,0.0,neutral or dissatisfied,0.0,0,Adult
35804,25596,Female,Loyal Customer,31,Personal Travel,Eco,874,1,0,1,3,4,1,4,4,5,5,3,4,4,4,5,0.0,neutral or dissatisfied,5.0,0,Adult
35805,1098,Male,Loyal Customer,11,Personal Travel,Eco,229,3,5,3,1,4,3,4,4,4,2,4,5,5,4,0,0.0,neutral or dissatisfied,0.0,0,Teen
35806,34211,Male,Loyal Customer,31,Personal Travel,Eco,1288,4,4,4,4,1,4,1,1,3,5,4,4,4,1,0,0.0,neutral or dissatisfied,0.0,0,Adult
35807,25077,Male,Loyal Customer,58,Business travel,Eco,957,3,2,2,2,3,3,3,3,1,1,4,4,3,3,0,39.0,neutral or dissatisfied,39.0,0,Mature
35808,47677,Male,Loyal Customer,30,Personal Travel,Eco,1464,1,5,1,1,1,1,1,1,5,2,4,4,5,1,6,0.0,neutral or dissatisfied,6.0,0,Young Adult
35809,78020,Female,Loyal Customer,38,Business travel,Business,332,3,3,3,3,2,5,1,4,4,4,4,4,4,2,4,22.0,satisfied,26.0,1,Adult
35810,86873,Female,Loyal Customer,45,Business travel,Business,2720,3,3,5,3,4,4,5,4,4,4,4,3,4,4,14,0.0,satisfied,14.0,1,Adult
35811,27793,Male,Loyal Customer,38,Business travel,Business,3828,5,5,5,5,4,1,5,4,4,4,4,3,4,4,20,35.0,satisfied,55.0,1,Adult
35812,51024,Male,Loyal Customer,27,Personal Travel,Eco,326,3,5,3,4,2,3,2,2,5,1,3,3,5,2,1,0.0,neutral or dissatisfied,1.0,0,Young Adult
35813,84799,Male,Loyal Customer,41,Business travel,Business,3723,3,2,2,2,5,2,1,3,3,3,3,1,3,1,13,11.0,neutral or dissatisfied,24.0,1,Adult
35814,31699,Male,Loyal Customer,44,Business travel,Eco,567,5,4,4,4,5,5,5,5,3,1,2,1,5,5,0,0.0,satisfied,0.0,0,Adult
35815,69107,Female,Loyal Customer,37,Business travel,Eco Plus,989,5,3,4,3,5,5,5,5,5,2,3,4,4,5,0,0.0,satisfied,0.0,1,Adult
35816,86220,Male,Disloyal Customer,20,Business travel,Eco,226,1,3,1,3,1,1,1,1,4,2,4,1,4,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35817,50310,Female,Loyal Customer,54,Business travel,Eco,86,3,4,4,4,5,4,4,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied,0.0,0,Mature
35818,19672,Female,Loyal Customer,44,Personal Travel,Business,475,3,2,3,3,1,4,4,1,1,3,1,2,1,3,0,0.0,neutral or dissatisfied,0.0,1,Adult
35819,110399,Male,Disloyal Customer,11,Business travel,Eco,787,3,4,4,3,4,4,5,4,1,3,2,1,2,4,9,0.0,neutral or dissatisfied,9.0,0,Teen
35820,89604,Male,Loyal Customer,34,Business travel,Business,1080,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,0.0,1,Adult
35821,90941,Female,Loyal Customer,31,Business travel,Eco,581,3,5,5,5,3,3,3,3,4,5,3,3,3,3,4,0.0,neutral or dissatisfied,4.0,0,Adult
35822,20018,Male,Loyal Customer,51,Business travel,Business,1798,1,1,1,1,5,5,4,5,5,5,5,3,5,4,9,2.0,satisfied,11.0,1,Mature
35823,52659,Female,Loyal Customer,61,Personal Travel,Eco,160,3,5,3,3,2,4,5,5,5,3,4,5,5,5,0,5.0,neutral or dissatisfied,5.0,0,Senior
35824,36297,Female,Disloyal Customer,23,Business travel,Eco,187,5,0,5,5,1,5,1,1,4,1,4,4,4,1,9,0.0,satisfied,9.0,0,Young Adult
35825,118606,Male,Loyal Customer,52,Business travel,Business,451,1,4,4,4,2,3,3,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied,0.0,1,Mature
35826,42987,Female,Loyal Customer,39,Business travel,Eco,391,4,5,5,5,4,4,4,4,5,1,2,4,4,4,0,0.0,satisfied,0.0,0,Adult
35827,112820,Female,Loyal Customer,38,Business travel,Business,1357,5,5,5,5,2,5,4,5,5,5,5,5,5,3,1,0.0,satisfied,1.0,1,Adult
35828,29633,Female,Loyal Customer,39,Business travel,Business,1634,3,1,1,1,2,3,4,3,3,2,3,2,3,3,0,0.0,neutral or dissatisfied,0.0,1,Adult
35829,95936,Female,Loyal Customer,48,Personal Travel,Eco,1411,2,3,2,3,4,4,1,5,5,2,5,1,5,1,15,0.0,neutral or dissatisfied,15.0,0,Mature
35830,48684,Male,Loyal Customer,46,Business travel,Business,1738,1,1,1,1,4,5,4,5,5,5,5,3,5,5,18,15.0,satisfied,33.0,1,Mature
35831,21770,Male,Loyal Customer,54,Business travel,Business,352,2,2,2,2,1,3,1,5,5,5,5,4,5,2,0,0.0,satisfied,0.0,1,Mature
35832,113032,Male,Loyal Customer,72,Business travel,Business,569,5,5,5,5,3,4,5,5,5,5,5,4,5,4,41,34.0,satisfied,75.0,1,Senior
35833,46752,Male,Loyal Customer,42,Business travel,Eco Plus,125,4,5,5,5,5,4,5,5,5,1,3,3,4,5,16,22.0,satisfied,38.0,1,Adult
35834,94591,Female,Loyal Customer,53,Business travel,Business,187,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0.0,satisfied,0.0,1,Mature
35835,100284,Female,Loyal Customer,27,Business travel,Business,3904,1,1,1,1,5,5,5,5,5,5,4,3,5,5,59,44.0,satisfied,103.0,1,Young Adult
35836,70940,Male,Loyal Customer,31,Business travel,Business,612,1,1,1,1,3,4,3,3,5,2,4,2,4,3,15,6.0,satisfied,21.0,1,Adult
35837,9917,Female,Loyal Customer,17,Business travel,Business,357,2,1,2,1,2,2,2,2,2,3,3,1,2,2,91,86.0,neutral or dissatisfied,177.0,1,Teen
35838,116379,Male,Loyal Customer,14,Personal Travel,Eco,308,4,5,4,4,2,4,1,2,4,3,5,4,5,2,0,0.0,neutral or dissatisfied,0.0,0,Teen
35839,31119,Female,Loyal Customer,38,Business travel,Business,991,1,1,2,1,3,1,2,5,5,5,5,5,5,1,0,0.0,satisfied,0.0,1,Adult
35840,49010,Male,Loyal Customer,31,Business travel,Business,2513,1,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0.0,satisfied,0.0,1,Adult
35841,62873,Male,Loyal Customer,52,Personal Travel,Eco,2446,2,4,2,1,4,2,4,4,3,3,5,4,4,4,7,0.0,neutral or dissatisfied,7.0,0,Mature
35842,80901,Male,Loyal Customer,29,Personal Travel,Business,341,1,1,4,3,1,4,1,1,3,1,4,2,4,1,0,0.0,neutral or dissatisfied,0.0,1,Young Adult
35843,75947,Female,Loyal Customer,56,Business travel,Business,297,1,1,1,1,3,5,5,3,3,4,3,4,3,5,0,0.0,satisfied,0.0,1,Mature
35844,41257,Male,Loyal Customer,49,Business travel,Business,2985,2,2,2,2,1,1,5,5,5,5,5,2,5,3,0,0.0,satisfied,0.0,1,Mature
35845,91199,Female,Loyal Customer,61,Personal Travel,Eco,240,1,1,1,4,3,3,4,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied,0.0,0,Senior
35846,91974,Female,Loyal Customer,31,Business travel,Eco Plus,2446,4,2,2,2,4,3,4,4,2,1,2,1,3,4,4,0.0,neutral or dissatisfied,4.0,1,Adult
35847,13251,Female,Loyal Customer,52,Business travel,Eco,772,3,4,4,4,3,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,0.0,0,Mature
35848,63314,Female,Loyal Customer,55,Business travel,Eco,337,3,1,4,1,3,4,3,3,3,3,3,4,3,2,4,14.0,neutral or dissatisfied,18.0,0,Mature
35849,116003,Male,Loyal Customer,47,Personal Travel,Eco,358,3,5,3,2,2,3,2,2,3,5,5,3,5,2,4,1.0,neutral or dissatisfied,5.0,0,Mature
35850,17258,Female,Disloyal Customer,35,Business travel,Eco,872,3,2,2,1,2,2,2,2,2,5,4,4,4,2,0,0.0,neutral or dissatisfied,0.0,0,Adult
35851,72026,Male,Loyal Customer,49,Business travel,Business,3784,4,4,4,4,4,4,4,4,5,3,4,4,3,4,19,0.0,satisfied,19.0,1,Mature
35852,86038,Female,Loyal Customer,26,Personal Travel,Eco,447,3,5,3,1,1,3,1,1,4,3,5,5,5,1,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35853,73860,Female,Loyal Customer,53,Personal Travel,Eco,1810,1,3,1,3,3,3,4,1,1,1,1,4,1,2,1,16.0,neutral or dissatisfied,17.0,0,Mature
35854,43549,Female,Disloyal Customer,25,Business travel,Eco,308,2,4,2,3,2,2,2,2,2,5,3,3,3,2,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
35855,2701,Male,Disloyal Customer,37,Business travel,Eco,562,1,1,1,4,2,1,2,2,2,4,4,4,4,2,42,65.0,neutral or dissatisfied,107.0,0,Adult
35856,40071,Male,Disloyal Customer,24,Business travel,Eco,493,0,0,0,2,3,0,3,3,2,4,2,2,4,3,0,0.0,satisfied,0.0,0,Young Adult
35857,14737,Male,Loyal Customer,44,Business travel,Eco,404,5,1,1,1,5,5,5,5,5,5,1,5,1,5,19,63.0,satisfied,82.0,0,Adult
35858,45798,Female,Disloyal Customer,47,Business travel,Eco,391,4,1,3,4,5,3,1,5,4,4,4,3,4,5,0,1.0,neutral or dissatisfied,1.0,0,Mature
35859,62136,Male,Loyal Customer,54,Business travel,Business,2565,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,0.0,1,Mature
35860,91406,Male,Loyal Customer,27,Personal Travel,Eco,2342,5,5,5,3,5,2,2,3,1,2,3,2,1,2,0,0.0,satisfied,0.0,0,Young Adult
35861,66195,Male,Loyal Customer,47,Business travel,Business,1644,5,5,5,5,4,5,5,4,4,5,4,4,4,4,0,0.0,satisfied,0.0,1,Mature
35862,122623,Female,Loyal Customer,10,Personal Travel,Eco,728,2,3,3,3,4,3,2,4,2,4,3,1,3,4,6,14.0,neutral or dissatisfied,20.0,0,Teen
35863,8917,Male,Loyal Customer,51,Business travel,Business,3912,5,5,5,5,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,0.0,1,Mature
35864,30013,Female,Disloyal Customer,23,Business travel,Eco,183,3,4,3,3,4,3,4,4,1,3,2,4,4,4,0,0.0,neutral or dissatisfied,0.0,0,Young Adult
